ShortName,CIN,Address,SateCode,VAT,Name
JIMAZ PRODEJ SW S.R.,24267724,PRAHA 7,CZE,CZ24267724,JIMAZ prodej sw s.r.o.
AVEC CHEM S.R.O.,25271016,PŘELOUČ,CZE,CZ25271016,AVEC CHEM s.r.o.
"EDUPSY, S.R.O.",9374311,PRAHA,CZE,,"EduPsy, s.r.o."
"TOREX BOHEMIA, S.R.O",25027727,JABLONEC NAD NISOU,CZE,CZ25027727,"TOREX BOHEMIA, s.r.o."
BEATRONIC SUPPLY S.R,63489074,BRNO,CZE,CZ63489074,BEATRONIC SUPPLY s.r.o.
PRUSA RESEARCH S.R.O,24213705,PRAHA,CZE,CZ24213705,Prusa Research s.r.o.
CAMOZZI S.R.O.,4611853,PRAHA,CZE,CZ04611853,Camozzi s.r.o.
MGA. JAN KUKLA,2159422,PRAHA,CZE,,MgA. Jan Kukla
FOCUS PEOPLE S.R.O.,2164469,ŠENOV,CZE,CZ02164469,Focus People s.r.o.
AGROZET CESKE BUDEJO,28113128,ČESKÉ BUDĚJOVICE,CZE,CZ28113128,"AGROZET České Budějovice, a.s."
HANZLOVA RUZENA,12395625,PISEK,CZE,CZ5558101846,HANZLOVA Ruzena
MIKROKLIMA S. R. O.,63220750,HRADEC KRÁLOVÉ,CZE,CZ63220750,MIKROKLIMA s. r. o.
MONTECO S.R.O.,25271962,PRAHA,CZE,CZ25271962,MONTECO s.r.o.
"ANCORA PRAHA, SPOL.",48108073,PRAHA,CZE,CZ48108073,"ANCORA PRAHA, spol. s r.o."
COMET SYSTEM S.R.O,60776846,ROŽNOV POD RADHOŠTĚM,CZE,CZ60776846,COMET system s.r.o
GLEEDS CESKA REPUBLI,25648250,PRAHA 1,CZE,CZ25648250,"GLEEDS ČESKÁ REPUBLIKA, s.r.o."
"ARKYS, S.R.O.",25321366,BRNO,CZE,CZ25321366,"ARKYS, s.r.o."
JAST-CZ SPOL. S R.O.,63478757,NAPAJEDLA,CZE,CZ63478757,JAST-CZ spol. s r.o.
INSET S.R.O.,16191072,PRAHA 9 -  KYJE,CZE,CZ16191072,INSET s.r.o.
"AUTOSKLO S.O.S., NON",28866738,PRAHA,CZE,CZ28866738,"AUTOSKLO S.O.S., NON-STOP, spol. s r.o."
ABE.TEC,25992333,OSTŘEŠANY,CZE,CZ25992333,"ABE.TEC, s.r.o."
KARKO PAPER S.R.O.,27974049,Plzeň,CZE,CZ27974049,KARKO PAPER s.r.o.
G3 S.R.O.,25518585,ZDOUNKY,CZE,CZ25518585,G3 s.r.o.
SFTB CZECH REPUBLIC,5503663,OSTRAVA,CZE,CZ05503663,SFTB Czech Republic s.r.o.
RNDR. KAREL MARTYCAK,48861626,BRNO,CZE,CZ6308151135,RNDr. Karel Martyčák - ML chemica
MICHAL ZEMAN,72130806,ČESKÉ BUDĚJOVICE,CZE,CZ7805101238,MICHAL ZEMAN
PREZENTA CZECH S.R.O,28144368,PELHŘIMOV,CZE,CZ28144368,PREZENTA CZECH s.r.o.
BDL CZECH REPUBLIC S,27481441,TURNOV,CZE,CZ27481441,BDL Czech Republic sro
FEROSPOJ S.R.O.,28119711,ČESKÉ BUDĚJOVICE,CZE,CZ28119711,Ferospoj s.r.o.
CESTOVNI AGENTURA AV,505641,PRAHA  5,CZE,CZ00505641,Cestovní agentura AVE a. s.
FINAL IDEA S.R.O.,5798779,PRAHA,CZE,CZ05798779,Final idea s.r.o.
"TURCK, S.R.O.",64256642,HRADEC KRÁLOVÉ,CZE,CZ64256642,"Turck, s.r.o."
"ARROW ECS, A.S.",25870424,MORAVSKÁ OSTRAVA,CZE,CZ25870424,"Arrow ECS, a.s."
PETR VOLNY,68168926,FRÝDEK-MÍSTEK,CZE,CZ7710084954,Petr Volný
PROMAN S.R.O.,62028774,CHRUDIM,CZE,CZ62028774,PROMAN s.r.o.
PZK BRNO A.S.,29280958,BRNO,CZE,CZ29280958,PZK Brno a.s.
MSMT,22985,Praha 1,CZE,,"Ministerstvo školství, mládeže a tělovýchovy"
VYMLATIL MAREK,65832922,KROMĚŘÍŽ,CZE,CZ7308254393,Vymlátil Marek
"GARA HT, SPOL. S R.O",60755458,BRNO,CZE,CZ60755458,"GARA HT, spol. s r.o."
K & K PNEU S.R.O.,25871137,ŠENOV,CZE,CZ25871137,K & K Pneu s.r.o.
"QUICK - SERVIS, SPOL",18621961,PŘÍBRAM,CZE,CZ18621961,"QUICK - SERVIS, spol. s r.o."
KRUP S.R.O.,49358456,ČESTLICE,CZE,CZ49358456,KRUP s.r.o.
SERVO - DRIVE S.R.O.,27720390,BRNO,CZE,CZ27720390,SERVO - DRIVE s.r.o.
SIMON EDWARD ERNEST,7987552,DOLNÍ BŘEŽANY,CZE,,Simon Edward Ernest Hutchinson
AAO S.R.O.,27392422,PRAHA 3,CZE,CZ27392422,AAO s.r.o.
"VTR COMPUTERS, S.R.O",7524145,VESELÍ NAD LUŽNICÍ,CZE,CZ07524145,"VTR computers, s.r.o."
FOODCRAFT S.R.O.,3524060,JESENICE,CZE,CZ03524060,FOODCRAFT s.r.o.
BECHTLE DIRECT S.R.O,24728039,PRAHA,CZE,CZ24728039,Bechtle direct s.r.o.
KRTKUV SVET S.R.O.,8388873,PRŮHONICE,CZE,CZ08388873,Krtkův svět s.r.o.
"GEOOBCHOD, S.R.O.",27515273,PARDUBICE,CZE,CZ27515273,"geoobchod, s.r.o."
PAVEL MURIT,68428278,JIRKOV,CZE,CZ7602092443,Pavel Murit
JAN ROKOS,75345901,PRAHA 4,CZE,,Jan Rokos
GAVRI S.R.O.,25312561,BRNO,CZE,CZ25312561,Gavri s.r.o.
DREXX,26512858,LÁNY,CZE,CZ26512858,DREXX s.r.o.
CZECH AMERICAN TRADE,49356143,PRAHA,CZE,CZ49356143,CZECH AMERICAN TRADE s.r.o. ve zkratce C A T s.r.o.
TOPKOVO S.R.O.,5679796,TÝNEC NAD SÁZAVOU,CZE,CZ05679796,TopKovo s.r.o.
RACING CLUB 2008 V A,75133270,BŘEZOVÁ-OLEŠKO,CZE,CZ75133270,Racing Club 2008 v AČR
EPLAN ENGINEERING CZ Holešovice,28886381,Praha 7,CZE,CZ28886381,EPLAN ENGINEERING CZ s.r.o.
SPRINT TRADING S.R.O,25361040,OSTRAVA,CZE,CZ25361040,SPRINT TRADING s.r.o.
PAVEL JANECEK,5473209,BOHUMÍN,CZE,,Pavel Janeček
BOOKS & BOOKS S.R.O.,28122437,Vesce,CZE,CZ28122437,Books & Books s.r.o.
ING. TOMAS HAVLICEK,10156305,PRAHA,CZE,CZ5401041701,Ing. Tomáš Havlíček
ZDENEK VRANY,42516811,PRAHA,CZE,CZ5509190016,Zdeněk VRANÝ
MATIS S.R.O.,25310143,BRNO,CZE,CZ25310143,MATIS s.r.o.
JIRI VORISEK,14710731,PLZEŇ,CZE,CZ5501090430,Jiří Voříšek
VIAKOM CZ S.R.O.,29038456,PRAHA,CZE,CZ29038456,VIAKOM CZ s.r.o.
"HASMAT, S.R.O.",27367053,Praha 8,CZE,CZ27367053,"HASMAT, s.r.o."
ALEVIA,28023111,PLZEŇ,CZE,CZ28023111,Alevia s.r.o.
RICHTER CZECH S.R.O.,1931971,PRAHA,CZE,CZ01931971,Richter Czech s.r.o.
PLAST PARTNER SPOL.,48153541,SEZEMICE,CZE,CZ48153541,Plast partner spol. s r.o.
STEPAN MALEK,12711225,ŠUMICE,CZE,CZ500910261,Štěpán Málek
BOTANICKA ZAHRADA HL,64572,PRAHA,CZE,CZ00064572,Botanická zahrada hl. m. Prahy
VOJENSKY TECHNICKY U,24272523,PRAHA,CZE,CZ24272523,"Vojenský technický ústav, s.p."
NARADI VESELY BRNO S,25585461,BRNO,CZE,CZ25585461,Nářadí Veselý Brno s.r.o.
TITAN - MULTIPLAST S,25022229,SMRŽOVKA,CZE,CZ25022229,TITAN - Multiplast s.r.o.
"PAPERMAX,S.R.O.",4296966,TŘINEC,CZE,CZ04296966,"PAPERMAX,s.r.o."
ING. JAN SKUTA,76289290,PRAHA,CZE,CZ8001100052,Ing. Jan Škuta
JINDRICH KRAL,76010635,BABICE,CZE,CZ8205120418,Jindřich Král
INTELEK SPOL. S R.O.,49446118,BRNO,CZE,CZ49446118,INTELEK spol. s r.o.
AUTOCONT IPC A.S.,25872613,OSTRAVA,CZE,CZ25872613,AutoCont IPC a.s.
"CIZEK & PTASEK, S.R.",25858629,SVIADNOV,CZE,CZ25858629,"Čížek & Ptašek, s.r.o."
PAVEL HNILICKA ARCH.,28490771,PRAHA,CZE,CZ28490771,"Pavel Hnilička Architekti, s.r.o."
"AK - ATELIER, SPOL.",48586901,PRAHA,CZE,CZ48586901,"AK - ATELIER, spol. s r.o."
STA-CON S.R.O.,26691728,PRAHA 2,CZE,CZ26691728,STA-CON s.r.o.
MOLTAS MARTIN,67366678,Praha 4,CZE,CZ7603180189,Moltas Martin
ADAM HOUDEK,76026116,PRAHA,CZE,,Adam Houdek
INTEGROVANA STREDNI,18620442,BENEŠOV,CZE,,"Integrovaná střední škola technická, Benešov, Černoleská 1997"
VSE,61384399,PRAHA,CZE,CZ61384399,Vysoká škola ekonomická v Praze
IVO GRANDIC,49132628,HLOHOVEC,CZE,CZ7107124079,Ivo Grandič
CIMCO CZ S.R.O.,26041898,DAČICE,CZE,CZ26041898,CIMCO CZ s.r.o.
HADEX SPOL.S.R.O.,13643983,OSTRAVA,CZE,CZ13643983,HADEX spol.s.r.o.
MARTINA HROZOVA,6928897,KRALUPY NAD VLTAVOU,CZE,CZ8461235706,Martina Hrozová
ONDREJ JANDA,8040931,BRNO,CZE,,Ondřej Janda
WEBTIP S.R.O.,26384957,PLZEŇ,CZE,CZ26384957,WEBTIP s.r.o.
RMI,25288083,LÁZNĚ BOHDANEČ,CZE,CZ25288083,"RMI, s.r.o."
MILOS BREZINA,45074470,TATCE,CZE,CZ6208041147,Miloš Březina
"PTS JOSEF SOLNAR, S.",26872951,OSTRAVA,CZE,CZ26872951,"PTS Josef Solnař, s.r.o."
PAVEL JANECKA,75271141,JABLONEC NAD NISOU,CZE,CZ8505122736,Pavel Janečka
SILIC MEDIA S.R.O.,24256714,ČESKÝ BROD,CZE,CZ24256714,Silic Média s.r.o.
"VVUU, A.S.",45193380,OSTRAVA,CZE,CZ45193380,"VVUÚ, a.s."
MIVA PRAHA FACILITY,27428753,PRAHA,CZE,CZ27428753,"MIVA PRAHA Facility Management, a.s."
ING. VIT HOFMAN,2065681,UHERSKÉ HRADIŠTĚ,CZE,CZ8602215072,Ing. Vít Hofman
BOGLE ARCHITECTS S.R,24818321,PRAHA 1,CZE,CZ24818321,Bogle Architects s.r.o.
VIT LOGISTICS S.R.O.,48041297,PRAHA,CZE,CZ48041297,ViT Logistics s.r.o.
"PROFI.MK, S.R.O. Pardubice III",2400201,PARDUBICE,CZE,CZ02400201,"PROFI.MK, s.r.o."
KASSEX S.R.O.,46900837,KROMĚŘÍŽ,CZE,CZ46900837,KASSEX s.r.o.
"DECODOMA, S.R.O.",24265403,PRAHA,CZE,CZ24265403,"decoDoma, s.r.o."
"OEM AUTOMATIC,SP",43875416,ZDIBY,CZE,CZ43845416,"OEM Automatic,spol.s r.o."
MGA. CISLER ONDREJ,69319553,PRAHA,CZE,CZ7208159904,MgA. CÍSLER ONDŘEJ
MMCITE 1 A.S.,27670864,BÍLOVICE,CZE,CZ27670864,mmcité 1 a.s.
OS-KOM SPOL. S R.O.,45313491,Praha 5,CZE,CZ45313491,OS-KOM spol. s r.o.
SICO RUBENA S.R.O.,25931431,VELKÉ POŘÍČÍ,CZE,CZ25931431,SICO RUBENA s.r.o.
NBN ELEKTRONIK S.R.O,14501627,TÝN NAD VLTAVOU,CZE,CZ14501627,NBN Elektronik s.r.o.
"AKUSTING, SPOL. S R.",27679748,BRNO,CZE,CZ27679748,"AKUSTING, spol. s r.o."
"KART, SPOL. S R.O.",45791023,PRAHA,CZE,CZ45791023,"KART, spol. s r.o."
DENISON CZ - NAHRADN,5693870,OLOMOUC,CZE,CZ05693870,DENISON CZ - náhradní díly na stroje s.r.o.
QUO S.R.O.,26487985,Benesov,CZE,CZ26487985,Quo s.r.o.
"GMS VELKOOBCHOD, S.R",25954113,LANŠKROUN,CZE,CZ25954113,"GMS velkoobchod, s.r.o"
CHEM-WELD ROUDNICE S,47783303,ROUDNICE NAD LABEM,CZE,CZ47783303,CHEM-WELD ROUDNICE s.r.o.
NOBYNET KANCELARSKE,1904400,HRADEC KRÁLOVÉ,CZE,CZ01904400,NOBYNET kancelářské potřeby s.r.o.
OLDRICH SLAVATA,64894622,PRAHA - KLÁNOVICE,CZE,CZ6009130490,Oldřich Slavata
PROFESIONAL TAXI S..,27186547,PRAHA,CZE,CZ27186547,PROFESIONAL TAXI s..r.o.
TRIO HAVEL S.R.O.,60276584,TEPLICE,CZE,CZ60276584,TRIO HAVEL s.r.o.
GABRIELA KYZEKOVA,76582094,NOVÝ BYDŽOV,CZE,,Gabriela Kyzeková
DOMEO KOUPELNY S.R.O,24131458,PRAHA,CZE,CZ24131458,DOMEO KOUPELNY s.r.o.
ELCHEMCO SPOL S.R.O.,48036111,ZRUČ NAD SÁZAVOU,CZE,CZ48036111,"ELCHEMCo, spol.  s  r.o."
MARTIN ABT,67786804,PRAHA,CZE,CZ7607020179,Martin ABT
CLIA S.R.O.,26264242,DOLNÍ LOUČKY,CZE,CZ26264242,CLIA s.r.o.
"ZARGES CZ, S.R.O.",49444671,BRNO,CZE,CZ49444671,"Zarges CZ, s.r.o."
RH PLUS MARKETING S.,24148920,Praha 6,CZE,CZ24148920,RH plus marketing s.r.o.
IVC TRADE S.R.O.,4737831,PRAHA,CZE,CZ04737831,IVC Trade s.r.o.
KRD - OBCHODNI SPOLE .,26424991,PRAHA 5,CZE,CZ26424991,KRD - obchodní společnost s.r.o.
BENO S.R.O.,60720212,ZASTÁVKA,CZE,CZ60720212,BENO s.r.o.
ESCAD TRADE S.R.O.,60487283,PRAHA,CZE,CZ60487283,ESCAD TRADE s.r.o.
DOE SPOL. S R.O.,45804818,PRAHA,CZE,CZ45804818,DOE spol. s r.o.
ING. ROMAN JURAS,66573726,BRNO,CZE,CZ6605040662,Ing. Roman Juráš
PAVEL SULC,61189481,CHLUMEC NAD CIDLINOU,CZE,CZ7008023110,Pavel Šulc
ARCIBISKUPSTVI PRAZS,445100,PRAHA 1,CZE,CZ00445100,Arcibiskupství pražské
IVANA SVITKOVA,71018689,PRAHA,CZE,CZ7955192366,Ivana SVÍTKOVÁ
MICHAEL BARTOS,3706206,ÚSTÍ NAD LABEM,CZE,CZ8107112893,Michael Bartoš
ALLTOOLS S.R.O.,28678206,Trebenice,CZE,CZ28678206,Alltools s.r.o.
"SCHOLASTIKA, Z.S.",3058395,PRAHA,CZE,,"Scholastika, z.s."
TAKTIS CZ S.R.O.,4387007,PRAHA,CZE,CZ04387007,TAKTIS CZ s.r.o.
MICHAEL KRAUS,2111632,VRCHLABÍ,CZE,CZ9112113879,Michael Kraus
FD TOOLS S.R.O.,27474810,HOSTINNE,CZE,CZ27474810,FD TOOLS s.r.o.
INPEK SPOL. S R.O.,41196848,PRAHA,CZE,CZ41196848,INPEK spol. s r.o.
HS GROUP CZ S.R.O.,28995155,FRÝDEK-MÍSTEK,CZE,CZ28995155,HS Group CZ s.r.o.
"MRB SAZOVICE, SPOL.",63488051,PRAHA,CZE,CZ63488051,"MRB Sazovice, spol. s r.o."
METALTRADE,27710157,TROUBSKO,CZE,CZ27710157,Metaltrade
WHP TECHNIK S.R.O.,60717971,BRNO,CZE,CZ60717971,WHP Technik s.r.o.
GOTO&PIRON S.R.O.,4533739,PRAHA,CZE,CZ04533739,GOTO&PIRON s.r.o.
TAYLLOR  & COX S.R.O,27902587,PRAHA,CZE,CZ27902587,TAYLLOR  & COX s.r.o.
TENO PLUS S.R.O.,46901906,ZLÍN,CZE,CZ46901906,Teno Plus s.r.o.
T-LED S.R.O.,28916913,PRAHA,CZE,CZ28916913,T-LED s.r.o.
TYMOTY PARTS S.R.O.,7444435,BRNO,CZE,CZ07444435,Tymoty Parts s.r.o.
BEDRICH RASKA,10599690,HORNÍ MĚSTO,CZE,CZ6311191172,Bedřich Raška
FOXEL ELEKTRO S.R.O.,28649532,OSTRAVA,CZE,CZ28649532,FOXEL elektro s.r.o.
CHRISTOPHER JOSEPH T,2858983,PRAHA,CZE,,Christopher Joseph Tricsli
"G.W. MONT, S.R.O.",27772225,ROŽNOV POD RADHOŠTĚM,CZE,CZ27772225,"G.W. mont, s.r.o."
A J PRODUKTY S.R.O.,27218759,PRAHA 7,CZE,CZ27218759,A J Produkty s.r.o.
MOBIL POHOTOVOST GSM,25770471,PRAHA,CZE,CZ25770471,MOBIL POHOTOVOST GSM s.r.o.
NA3D S.R.O.,5337771,BYSTŘIČKA,CZE,CZ05337771,na3D s.r.o.
"PCV COMPUTERS, S. R.",26084121,PRAHA,CZE,CZ26084121,"PCV Computers, s. r. o."
OBVODNI SOUD PRO PR.,24457,PRAHA,CZE,,Obvodní soud pro Prahu 8
DAVID KAFTAN,70065853,PRAHA,CZE,,DAVID KAFTAN
ICFE CZ S.R.O.,25675346,PRAHA,CZE,,ICFE CZ s.r.o.
BLAHA ONDREJ,76287513,PRAHA 10,CZE,,Blaha Ondrej
RADIO PLUS S.R.O.,41196384,PRAHA 1,CZE,CZ41196384,Radio plus s.r.o.
BLOCK A.S.,18055168,PRAHA 9,CZE,CZ18055168,BLOCK a.s.
METROLOGY S.R.O.,46992812,BRNO,CZE,CZ46992812,Metrology s.r.o.
